Date,Service_Type,Cost_USD,Environment,Region
2026-07-03,Network,412.4,Prod,US-East-1
2026-07-03,Compute,94.65,QA,US-East-1
2026-07-03,AI_Services,91.41,Prod,US-East-1
2026-07-03,Storage,149.21,Dev,US-East-1
2026-07-03,Compute,123.45,Prod,US-East-1
2026-07-03,AI_Services,263.52,Dev,US-East-1
2026-07-03,AI_Services,115.33,Dev,US-East-1
2026-07-03,Storage,48.7,Prod,US-East-1
2026-07-03,AI_Services,182.15,QA,US-East-1
2026-07-03,Network,142.03,QA,US-East-1
2026-07-03,Storage,350.36,QA,US-East-1
2026-07-03,Network,50.94,Dev,US-East-1
2026-07-03,Storage,190.44,Prod,US-East-1
2026-07-03,AI_Services,406.89,QA,US-East-1
2026-07-03,Network,363.48,QA,US-East-1
2026-07-03,Network,368.95,Dev,US-East-1
2026-07-03,Network,437.86,Prod,US-East-1
2026-07-03,Storage,307.56,Prod,US-East-1
2026-07-03,Compute,115.68,Dev,US-East-1
2026-07-03,Compute,285.82,Prod,US-East-1
2026-07-03,Compute,120.65,QA,US-East-1
2026-07-03,Network,43.29,QA,US-East-1
2026-07-03,Storage,217.72,Prod,US-East-1
2026-07-03,Storage,96.95,Dev,US-East-1
2026-07-03,AI_Services,15.54,Prod,US-East-1
2026-07-03,AI_Services,226.38,Prod,US-East-1
2026-07-03,AI_Services,282.97,Dev,US-East-1
2026-07-03,Network,427.46,Dev,US-East-1
2026-07-03,AI_Services,367.68,QA,US-East-1
2026-07-03,Storage,446.58,Dev,US-East-1
2026-07-03,Network,354.34,Dev,US-East-1
2026-07-03,Storage,389.48,Dev,US-East-1
2026-07-03,Network,229.97,Dev,US-East-1
2026-07-03,Network,294.98,Dev,US-East-1
2026-07-03,Network,127.46,QA,US-East-1
2026-07-03,Network,433.59,Prod,US-East-1
2026-07-03,Storage,370.95,Prod,US-East-1
2026-07-03,Storage,259.87,QA,US-East-1
2026-07-03,AI_Services,152.28,QA,US-East-1
2026-07-03,Storage,479.63,Prod,US-East-1
2026-07-03,AI_Services,454.7,Prod,US-East-1
2026-07-03,Storage,106.76,QA,US-East-1
2026-07-03,Compute,174.13,QA,US-East-1
2026-07-03,Compute,302.89,Dev,US-East-1
2026-07-03,Compute,471.03,Prod,US-East-1
2026-07-03,Storage,480.86,Prod,US-East-1
2026-07-03,Storage,311.27,Prod,US-East-1
2026-07-03,Compute,71.46,Prod,US-East-1
2026-07-03,Compute,276.65,QA,US-East-1
2026-07-03,Network,127.67,Dev,US-East-1
2026-07-03,Storage,492.32,Dev,US-East-1
2026-07-03,Compute,451.98,Dev,US-East-1
2026-07-03,Network,268.65,Dev,US-East-1
2026-07-03,Compute,104.8,Dev,US-East-1
2026-07-03,AI_Services,127.24,Prod,US-East-1
2026-07-03,Compute,101.14,QA,US-East-1
2026-07-03,Network,327.21,Dev,US-East-1
2026-07-03,Compute,367.96,Prod,US-East-1
2026-07-03,AI_Services,416.39,Prod,US-East-1
2026-07-03,Storage,439.92,QA,US-East-1
2026-07-03,AI_Services,55.99,QA,US-East-1
2026-07-03,Compute,253.87,Prod,US-East-1
2026-07-03,Storage,19.87,QA,US-East-1
2026-07-03,Storage,292.85,Dev,US-East-1
2026-07-03,Storage,19.73,Dev,US-East-1
2026-07-03,Network,304.76,Dev,US-East-1
2026-07-03,AI_Services,346.61,QA,US-East-1
2026-07-03,Storage,302.32,Prod,US-East-1
2026-07-03,Compute,247.75,Dev,US-East-1
2026-07-03,Network,69.51,Prod,US-East-1
2026-07-03,AI_Services,469.26,QA,US-East-1
2026-07-03,Compute,77.63,QA,US-East-1
2026-07-03,AI_Services,201.89,QA,US-East-1
2026-07-03,AI_Services,109.21,Prod,US-East-1
2026-07-03,AI_Services,387.57,Dev,US-East-1
2026-07-03,Storage,366.52,QA,US-East-1
2026-07-03,Network,57.68,Dev,US-East-1
2026-07-03,Storage,107.62,QA,US-East-1
2026-07-03,Compute,147.23,Dev,US-East-1
2026-07-03,Storage,377.1,QA,US-East-1
2026-07-03,AI_Services,254.76,QA,US-East-1
2026-07-03,AI_Services,93.91,QA,US-East-1
2026-07-03,Network,46.02,Prod,US-East-1
2026-07-03,Storage,292.82,Dev,US-East-1
2026-07-03,Compute,375.26,Dev,US-East-1
2026-07-03,Storage,29.47,Prod,US-East-1
2026-07-03,Network,287.24,Prod,US-East-1
2026-07-03,Network,285.44,QA,US-East-1
2026-07-03,Storage,103.79,Dev,US-East-1
2026-07-03,Network,187.66,Prod,US-East-1
2026-07-03,Storage,338.88,Dev,US-East-1
2026-07-03,Storage,372.48,QA,US-East-1
2026-07-03,AI_Services,209.22,Dev,US-East-1
2026-07-03,Storage,216.76,Dev,US-East-1
2026-07-03,AI_Services,219.55,Dev,US-East-1
2026-07-03,Network,233.79,Dev,US-East-1
2026-07-03,Compute,130.85,Dev,US-East-1
2026-07-03,Compute,165.12,Prod,US-East-1
2026-07-03,Compute,47.24,QA,US-East-1
2026-07-03,Network,54.98,QA,US-East-1
2026-07-03,Network,155.89,Prod,US-East-1
2026-07-03,Storage,226.14,Prod,US-East-1
2026-07-03,Compute,315.81,Prod,US-East-1
2026-07-03,Compute,121.62,QA,US-East-1
2026-07-03,Network,253.79,Dev,US-East-1
2026-07-03,Storage,57.84,Prod,US-East-1
2026-07-03,AI_Services,437.45,Prod,US-East-1
2026-07-03,Storage,350.97,Dev,US-East-1
2026-07-03,AI_Services,488.45,QA,US-East-1
2026-07-03,Storage,287.39,Dev,US-East-1
2026-07-03,Network,377.18,QA,US-East-1
2026-07-03,Network,170.75,Dev,US-East-1
2026-07-03,Compute,259.94,Prod,US-East-1
2026-07-03,Compute,445.58,QA,US-East-1
2026-07-03,Storage,173.98,Dev,US-East-1
2026-07-03,Network,433.77,QA,US-East-1
2026-07-03,Compute,357.37,Prod,US-East-1
2026-07-03,AI_Services,81.64,Dev,US-East-1
2026-07-03,Network,447.09,Prod,US-East-1
2026-07-03,Network,270.92,QA,US-East-1
2026-07-03,Storage,203.64,Prod,US-East-1
2026-07-03,Compute,78.52,Prod,US-East-1
2026-07-03,Compute,169.82,Dev,US-East-1
2026-07-03,Compute,95.68,Prod,US-East-1
2026-07-03,Network,478.25,QA,US-East-1
2026-07-03,Compute,311.96,Dev,US-East-1
2026-07-03,Compute,313.74,Prod,US-East-1
2026-07-03,AI_Services,233.53,QA,US-East-1
2026-07-03,AI_Services,61.67,QA,US-East-1
2026-07-03,Compute,474.81,QA,US-East-1
2026-07-03,Storage,189.92,Prod,US-East-1
2026-07-03,Storage,13.87,Dev,US-East-1
2026-07-03,Network,41.32,Dev,US-East-1
2026-07-03,Network,120.84,Dev,US-East-1
2026-07-03,Storage,131.88,Prod,US-East-1
2026-07-03,AI_Services,376.8,QA,US-East-1
2026-07-03,Storage,79.28,Dev,US-East-1
2026-07-03,AI_Services,148.84,Dev,US-East-1
2026-07-03,AI_Services,46.55,QA,US-East-1
2026-07-03,Storage,97.99,Prod,US-East-1
2026-07-03,Storage,349.75,Dev,US-East-1
2026-07-03,AI_Services,111.05,Prod,US-East-1
2026-07-03,AI_Services,163.14,Dev,US-East-1
2026-07-03,Network,75.46,Dev,US-East-1
2026-07-03,AI_Services,150.83,Prod,US-East-1
2026-07-03,Network,356.5,Prod,US-East-1
2026-07-03,Storage,282.38,QA,US-East-1
2026-07-03,Storage,375.46,QA,US-East-1
2026-07-03,Compute,54.37,QA,US-East-1
2026-07-03,Network,143.32,Prod,US-East-1
2026-07-03,Network,87.73,Prod,US-East-1
2026-07-03,Compute,19.51,Prod,US-East-1
2026-07-03,Compute,387.26,QA,US-East-1
2026-07-03,Storage,175.13,Prod,US-East-1
2026-07-03,Compute,442.63,Prod,US-East-1
2026-07-03,AI_Services,50.03,Dev,US-East-1
2026-07-03,AI_Services,400.26,QA,US-East-1
2026-07-03,Network,310.76,QA,US-East-1
2026-07-03,Storage,40.75,Dev,US-East-1
2026-07-03,Network,90.0,Prod,US-East-1
2026-07-03,Compute,348.97,QA,US-East-1
2026-07-03,Storage,252.31,Dev,US-East-1
2026-07-03,Network,14.65,Prod,US-East-1
2026-07-03,Storage,337.61,Prod,US-East-1
2026-07-03,AI_Services,239.36,QA,US-East-1
2026-07-03,Compute,263.95,Dev,US-East-1
2026-07-03,Network,304.71,Dev,US-East-1
2026-07-03,Network,140.21,Dev,US-East-1
2026-07-03,Compute,20.51,Prod,US-East-1
2026-07-03,AI_Services,27.57,Dev,US-East-1
2026-07-03,Compute,282.85,Prod,US-East-1
2026-07-03,AI_Services,116.42,Dev,US-East-1
2026-07-03,Network,363.68,Prod,US-East-1
2026-07-03,Network,122.76,QA,US-East-1
2026-07-03,AI_Services,215.64,Prod,US-East-1
2026-07-03,Network,485.86,Dev,US-East-1
2026-07-03,Storage,262.31,Dev,US-East-1
2026-07-03,AI_Services,313.53,Dev,US-East-1
2026-07-03,AI_Services,276.84,Dev,US-East-1
2026-07-03,AI_Services,82.24,QA,US-East-1
2026-07-03,Network,438.64,Dev,US-East-1
2026-07-03,Compute,185.73,QA,US-East-1
2026-07-03,Compute,255.01,QA,US-East-1
2026-07-03,Storage,222.34,Dev,US-East-1
2026-07-03,Network,93.01,QA,US-East-1
2026-07-03,Compute,286.07,Prod,US-East-1
2026-07-03,Network,223.54,QA,US-East-1
2026-07-03,Compute,119.56,QA,US-East-1
2026-07-03,Compute,374.27,Dev,US-East-1
2026-07-03,Storage,196.63,Dev,US-East-1
2026-07-03,Compute,304.48,Dev,US-East-1
2026-07-03,AI_Services,42.08,QA,US-East-1
2026-07-03,Storage,128.8,Dev,US-East-1
2026-07-03,AI_Services,446.12,Prod,US-East-1
2026-07-03,Storage,266.87,Dev,US-East-1
2026-07-03,Compute,121.25,QA,US-East-1
2026-07-03,Storage,91.82,Dev,US-East-1
2026-07-03,AI_Services,37.43,Prod,US-East-1
2026-07-03,Network,58.48,QA,US-East-1
2026-07-03,Compute,112.09,QA,US-East-1
2026-07-03,Network,161.78,Dev,US-East-1
2026-07-03,Network,173.24,Prod,US-East-1
2026-07-03,Storage,399.83,Prod,US-East-1
2026-07-03,Network,80.95,QA,US-East-1
2026-07-03,AI_Services,346.76,QA,US-East-1
2026-07-03,Compute,143.86,Dev,US-East-1
2026-07-03,Compute,90.85,Dev,US-East-1
2026-07-03,Storage,398.9,Prod,US-East-1
2026-07-03,Compute,167.29,Prod,US-East-1
2026-07-03,Storage,59.23,Prod,US-East-1
2026-07-03,Compute,62.76,Dev,US-East-1
2026-07-03,Compute,436.41,Prod,US-East-1
2026-07-03,Compute,468.6,Dev,US-East-1
2026-07-03,Compute,432.96,QA,US-East-1
2026-07-03,Network,264.76,Prod,US-East-1
2026-07-03,Compute,258.87,Prod,US-East-1
2026-07-03,Network,409.5,Dev,US-East-1
2026-07-03,Compute,41.78,Prod,US-East-1
2026-07-03,AI_Services,480.58,Dev,US-East-1
2026-07-03,Compute,485.87,QA,US-East-1
2026-07-03,Compute,269.3,QA,US-East-1
2026-07-03,Network,45.99,QA,US-East-1
2026-07-03,Network,103.3,QA,US-East-1
2026-07-03,Network,235.43,Dev,US-East-1
2026-07-03,Compute,251.36,Prod,US-East-1
2026-07-03,Storage,390.92,Dev,US-East-1
2026-07-03,Network,239.04,Prod,US-East-1
2026-07-03,AI_Services,247.69,Dev,US-East-1
2026-07-03,AI_Services,124.54,Prod,US-East-1
2026-07-03,Storage,357.2,Prod,US-East-1
2026-07-03,Compute,231.7,Dev,US-East-1
2026-07-03,Storage,93.11,QA,US-East-1
2026-07-03,Compute,486.98,Prod,US-East-1
2026-07-03,AI_Services,107.35,QA,US-East-1
2026-07-03,Network,371.39,QA,US-East-1
2026-07-03,Storage,118.94,Prod,US-East-1
2026-07-03,Storage,53.91,QA,US-East-1
2026-07-03,Network,468.21,Prod,US-East-1
2026-07-03,AI_Services,142.49,Dev,US-East-1
2026-07-03,Network,98.93,Prod,US-East-1
2026-07-03,Compute,461.6,Prod,US-East-1
2026-07-03,Compute,147.93,QA,US-East-1
2026-07-03,AI_Services,72.9,Dev,US-East-1
2026-07-03,AI_Services,494.25,Dev,US-East-1
2026-07-03,Compute,115.22,Prod,US-East-1
2026-07-03,Storage,144.34,Prod,US-East-1
2026-07-03,Compute,88.4,Prod,US-East-1
2026-07-03,AI_Services,167.7,QA,US-East-1
2026-07-03,Compute,392.32,QA,US-East-1
2026-07-03,Network,55.58,Dev,US-East-1
2026-07-03,Compute,471.48,Prod,US-East-1
2026-07-03,AI_Services,336.3,QA,US-East-1
2026-07-03,Storage,241.24,Dev,US-East-1
2026-07-03,Compute,226.38,Dev,US-East-1
2026-07-03,Storage,157.78,Dev,US-East-1
2026-07-03,Network,335.92,Dev,US-East-1
2026-07-03,AI_Services,246.43,QA,US-East-1
2026-07-03,Storage,202.21,Dev,US-East-1
2026-07-03,AI_Services,118.46,Dev,US-East-1
2026-07-03,Network,290.26,QA,US-East-1
2026-07-03,Compute,228.94,Dev,US-East-1
2026-07-03,AI_Services,303.39,QA,US-East-1
2026-07-03,Compute,31.39,QA,US-East-1
2026-07-03,AI_Services,493.43,Prod,US-East-1
2026-07-03,Network,94.72,Prod,US-East-1
2026-07-03,Network,110.13,QA,US-East-1
2026-07-03,AI_Services,462.99,Dev,US-East-1
2026-07-03,Storage,210.49,QA,US-East-1
2026-07-03,Compute,108.22,QA,US-East-1
2026-07-03,Compute,202.16,Prod,US-East-1
2026-07-03,AI_Services,371.64,QA,US-East-1
2026-07-03,Compute,189.04,Dev,US-East-1
2026-07-03,AI_Services,497.15,QA,US-East-1
2026-07-03,AI_Services,421.36,Dev,US-East-1
2026-07-03,Storage,123.11,QA,US-East-1
2026-07-03,Network,384.75,QA,US-East-1
2026-07-03,Compute,54.18,QA,US-East-1
2026-07-03,Network,387.74,Dev,US-East-1
2026-07-03,Compute,339.95,Prod,US-East-1
2026-07-03,AI_Services,180.85,Prod,US-East-1
2026-07-03,AI_Services,270.35,Prod,US-East-1
2026-07-03,Storage,91.05,Prod,US-East-1
2026-07-03,Network,120.01,Prod,US-East-1
2026-07-03,Compute,390.84,QA,US-East-1
2026-07-03,Compute,123.66,Dev,US-East-1
2026-07-03,Network,286.86,QA,US-East-1
2026-07-03,Network,98.79,Prod,US-East-1
2026-07-03,Network,168.34,Dev,US-East-1
2026-07-03,AI_Services,222.24,Prod,US-East-1
2026-07-03,AI_Services,182.77,Dev,US-East-1
2026-07-03,Compute,257.91,Dev,US-East-1
2026-07-03,Storage,138.63,Prod,US-East-1
2026-07-03,AI_Services,341.09,Dev,US-East-1
2026-07-03,Network,460.67,Prod,US-East-1
2026-07-03,Storage,207.32,Prod,US-East-1
2026-07-03,AI_Services,186.39,Prod,US-East-1
2026-07-03,AI_Services,61.27,QA,US-East-1
2026-07-03,AI_Services,276.02,Dev,US-East-1
2026-07-03,Network,158.38,Prod,US-East-1
2026-07-03,Storage,105.96,Prod,US-East-1
2026-07-03,AI_Services,253.12,Dev,US-East-1
2026-07-03,Compute,125.62,Prod,US-East-1
2026-07-03,Storage,459.71,QA,US-East-1
2026-07-03,Network,79.17,QA,US-East-1
2026-07-03,Network,89.79,Dev,US-East-1
2026-07-03,Compute,327.87,Prod,US-East-1
2026-07-03,Storage,362.28,QA,US-East-1
2026-07-03,Storage,432.44,Prod,US-East-1
2026-07-03,Network,490.41,QA,US-East-1
2026-07-03,Storage,399.28,Dev,US-East-1
2026-07-03,Network,269.51,Prod,US-East-1
2026-07-03,AI_Services,479.82,QA,US-East-1
2026-07-03,Network,459.53,QA,US-East-1
2026-07-03,AI_Services,497.1,Dev,US-East-1
2026-07-03,AI_Services,416.98,QA,US-East-1
2026-07-03,Network,185.07,QA,US-East-1
2026-07-03,Storage,61.4,Prod,US-East-1
2026-07-03,Compute,82.27,Prod,US-East-1
2026-07-03,AI_Services,160.73,QA,US-East-1
2026-07-03,AI_Services,236.75,QA,US-East-1
2026-07-03,Network,196.05,QA,US-East-1
2026-07-03,AI_Services,441.83,Prod,US-East-1
2026-07-03,Storage,421.35,Prod,US-East-1
2026-07-03,Storage,193.3,Dev,US-East-1
2026-07-03,Compute,304.2,QA,US-East-1
2026-07-03,Storage,65.81,QA,US-East-1
2026-07-03,Compute,276.89,QA,US-East-1
2026-07-03,AI_Services,246.49,Prod,US-East-1
2026-07-03,Storage,258.31,QA,US-East-1
2026-07-03,Storage,250.35,QA,US-East-1
2026-07-03,Storage,327.95,QA,US-East-1
2026-07-03,Storage,374.96,Prod,US-East-1
2026-07-03,Network,474.87,QA,US-East-1
2026-07-03,Network,242.57,Dev,US-East-1
2026-07-03,Compute,487.19,Prod,US-East-1
2026-07-03,Storage,41.08,Dev,US-East-1
2026-07-03,Compute,220.84,Dev,US-East-1
2026-07-03,Network,63.78,QA,US-East-1
2026-07-03,AI_Services,299.34,Prod,US-East-1
2026-07-03,Network,473.36,Dev,US-East-1
2026-07-03,Network,134.0,QA,US-East-1
2026-07-03,Compute,114.7,Dev,US-East-1
2026-07-03,AI_Services,113.03,Dev,US-East-1
2026-07-03,Storage,149.27,Dev,US-East-1
2026-07-03,Storage,217.16,Dev,US-East-1
2026-07-03,Storage,45.07,Dev,US-East-1
2026-07-03,Network,346.4,Prod,US-East-1
2026-07-03,Storage,138.5,QA,US-East-1
2026-07-03,Compute,388.68,QA,US-East-1
2026-07-03,Storage,232.55,QA,US-East-1
2026-07-03,AI_Services,461.6,Dev,US-East-1
2026-07-03,AI_Services,405.13,Dev,US-East-1
2026-07-03,Compute,407.62,QA,US-East-1
2026-07-03,AI_Services,415.32,Dev,US-East-1
2026-07-03,AI_Services,207.71,QA,US-East-1
2026-07-03,AI_Services,439.99,Prod,US-East-1
2026-07-03,AI_Services,334.06,Prod,US-East-1
2026-07-03,AI_Services,144.1,Dev,US-East-1
2026-07-03,AI_Services,337.07,QA,US-East-1
2026-07-03,Compute,175.24,Prod,US-East-1
2026-07-03,AI_Services,304.31,Prod,US-East-1
2026-07-03,Storage,377.22,Dev,US-East-1
2026-07-03,AI_Services,401.97,Dev,US-East-1
2026-07-03,Compute,183.5,Prod,US-East-1
2026-07-03,Storage,395.36,Dev,US-East-1
2026-07-03,Network,407.99,Prod,US-East-1
2026-07-03,Compute,330.24,Prod,US-East-1
2026-07-03,Compute,104.66,Prod,US-East-1
2026-07-03,Compute,309.41,Prod,US-East-1
2026-07-03,Network,86.93,Dev,US-East-1
2026-07-03,Storage,264.45,Dev,US-East-1
2026-07-03,Compute,426.36,QA,US-East-1
2026-07-03,AI_Services,165.7,QA,US-East-1
2026-07-03,Storage,466.98,Prod,US-East-1
2026-07-03,AI_Services,402.54,Dev,US-East-1
2026-07-03,AI_Services,94.14,QA,US-East-1
2026-07-03,Storage,475.14,QA,US-East-1
2026-07-03,Storage,82.3,QA,US-East-1
2026-07-03,AI_Services,269.98,Prod,US-East-1
2026-07-03,Storage,311.13,Prod,US-East-1
2026-07-03,Compute,337.62,QA,US-East-1
2026-07-03,Storage,255.65,Dev,US-East-1
2026-07-03,Storage,181.44,QA,US-East-1
2026-07-03,Storage,354.15,QA,US-East-1
2026-07-03,Compute,65.73,Dev,US-East-1
2026-07-03,Storage,146.62,Prod,US-East-1
2026-07-03,AI_Services,230.13,QA,US-East-1
2026-07-03,Compute,210.5,Prod,US-East-1
2026-07-03,Network,276.49,Prod,US-East-1
2026-07-03,AI_Services,484.88,QA,US-East-1
2026-07-03,Network,42.9,Dev,US-East-1
2026-07-03,Storage,186.42,Dev,US-East-1
2026-07-03,AI_Services,475.33,QA,US-East-1
2026-07-03,Network,443.31,Dev,US-East-1
2026-07-03,Storage,337.09,Dev,US-East-1
2026-07-03,Storage,95.95,Dev,US-East-1
2026-07-03,AI_Services,169.93,Prod,US-East-1
2026-07-03,Compute,240.41,Dev,US-East-1
2026-07-03,AI_Services,36.72,QA,US-East-1
