Ticket_ID,Priority,Created_Date,Resolution_Time_Hours,SLA_Met
INC-52511,Critical,10/19/2024,27,FALSE
INC-12045,Medium,8/17/2024,71,FALSE
INC-31797,Critical,9/9/2024,59,FALSE
INC-83584,Medium,4/15/2025,41,FALSE
INC-04251,High,10/17/2024,47,FALSE
INC-78167,High,4/16/2025,24,TRUE
INC-66204,Medium,12/11/2024,27,FALSE
INC-23543,Critical,2/19/2025,22,TRUE
INC-84420,High,10/22/2024,49,FALSE
INC-44778,Low,2/15/2025,36,FALSE
INC-66673,Medium,12/30/2024,22,TRUE
INC-64951,Critical,8/23/2024,54,FALSE
INC-63003,Low,6/3/2025,46,FALSE
INC-87274,Critical,10/4/2024,48,FALSE
INC-66329,Critical,3/5/2025,48,FALSE
INC-92887,High,6/5/2025,29,FALSE
INC-91669,Critical,11/15/2024,49,FALSE
INC-71711,Low,1/17/2025,37,FALSE
INC-78659,High,2/1/2025,6,TRUE
INC-28307,Medium,11/23/2024,51,FALSE
INC-67829,Critical,12/3/2024,34,FALSE
INC-24230,Critical,10/15/2024,63,FALSE
INC-63771,Low,2/1/2025,30,FALSE
INC-31396,Critical,5/27/2025,56,FALSE
INC-90696,Critical,1/9/2025,38,FALSE
INC-81447,Critical,7/18/2024,8,TRUE
INC-01425,Medium,7/29/2024,33,FALSE
INC-19109,High,11/26/2024,67,FALSE
INC-84057,High,5/1/2025,7,TRUE
INC-17069,Critical,1/8/2025,10,TRUE
INC-92793,Critical,2/3/2025,47,FALSE
INC-23663,High,5/31/2025,40,FALSE
INC-87638,Low,6/6/2025,3,TRUE
INC-65888,Medium,5/12/2025,62,FALSE
INC-68603,Critical,2/22/2025,35,FALSE
INC-02965,Medium,9/11/2024,70,FALSE
INC-00873,Low,9/15/2024,19,TRUE
INC-64999,Medium,10/17/2024,16,TRUE
INC-98124,Critical,9/9/2024,22,TRUE
INC-07086,High,10/25/2024,67,FALSE
INC-91587,Medium,4/12/2025,13,TRUE
INC-79624,Critical,2/16/2025,46,FALSE
INC-43812,Low,10/10/2024,71,FALSE
INC-51022,Medium,8/26/2024,62,FALSE
INC-19507,Medium,8/6/2024,40,FALSE
INC-10544,Low,12/3/2024,11,TRUE
INC-40938,Medium,8/31/2024,39,FALSE
INC-68250,Medium,11/18/2024,60,FALSE
INC-02730,Medium,7/6/2024,15,TRUE
INC-15182,Critical,12/5/2024,15,TRUE
INC-47640,Low,11/25/2024,72,FALSE
INC-07870,Critical,12/11/2024,20,TRUE
INC-10946,Critical,1/1/2025,43,FALSE
INC-12292,Medium,1/25/2025,70,FALSE
INC-26417,High,10/19/2024,72,FALSE
INC-57530,Critical,3/1/2025,52,FALSE
INC-85237,High,6/8/2025,68,FALSE
INC-37347,Low,9/5/2024,28,FALSE
INC-21286,Medium,10/21/2024,38,FALSE
INC-63239,Critical,11/26/2024,71,FALSE
INC-08445,Medium,6/22/2025,61,FALSE
INC-76238,Critical,12/6/2024,8,TRUE
INC-39614,High,12/20/2024,49,FALSE
INC-51368,Medium,6/28/2025,67,FALSE
INC-36341,Critical,7/29/2024,20,TRUE
INC-30036,High,5/28/2025,27,FALSE
INC-99752,Critical,6/5/2025,26,FALSE
INC-71538,Critical,8/30/2024,38,FALSE
INC-55877,Low,11/12/2024,27,FALSE
INC-71085,High,2/8/2025,37,FALSE
INC-48107,Low,3/5/2025,2,TRUE
INC-05558,Medium,1/20/2025,60,FALSE
INC-68520,Medium,9/23/2024,18,TRUE
INC-63468,High,7/25/2024,4,TRUE
INC-41867,High,5/24/2025,59,FALSE
INC-86091,Low,10/25/2024,2,TRUE
INC-58950,Critical,2/19/2025,58,FALSE
INC-61247,Low,10/19/2024,25,FALSE
INC-46679,Medium,4/12/2025,72,FALSE
INC-21493,Low,4/22/2025,14,TRUE
INC-04939,High,10/10/2024,23,TRUE
INC-12536,Low,2/8/2025,54,FALSE
INC-44466,Medium,1/14/2025,45,FALSE
INC-45167,Medium,4/26/2025,64,FALSE
INC-16198,Low,5/6/2025,37,FALSE
INC-73925,Low,7/11/2024,47,FALSE
INC-60480,High,7/22/2024,67,FALSE
INC-50084,Critical,11/9/2024,25,FALSE
INC-16484,Medium,1/28/2025,27,FALSE
INC-43892,Critical,3/22/2025,28,FALSE
INC-06008,Medium,1/1/2025,7,TRUE
INC-72945,Medium,3/26/2025,34,FALSE
INC-23043,High,5/1/2025,19,TRUE
INC-42768,Critical,2/21/2025,4,TRUE
INC-91771,Medium,8/2/2024,49,FALSE
INC-36103,Critical,3/7/2025,65,FALSE
INC-42451,Critical,11/13/2024,35,FALSE
INC-65918,Critical,11/17/2024,19,TRUE
INC-61427,High,9/26/2024,60,FALSE
INC-62581,High,10/23/2024,63,FALSE
INC-93922,Critical,1/5/2025,29,FALSE
INC-65825,Low,7/18/2024,67,FALSE
INC-18943,Medium,9/11/2024,63,FALSE
INC-42593,Medium,4/4/2025,15,TRUE
INC-82465,Critical,3/7/2025,10,TRUE
INC-14177,High,10/12/2024,64,FALSE
INC-91159,Critical,1/6/2025,35,FALSE
INC-97090,Medium,4/9/2025,30,FALSE
INC-29734,Critical,4/9/2025,17,TRUE
INC-05765,Medium,7/18/2024,44,FALSE
INC-74122,Low,8/23/2024,20,TRUE
INC-23790,High,4/29/2025,13,TRUE
INC-87006,Low,2/1/2025,27,FALSE
INC-21909,High,3/7/2025,5,TRUE
INC-12407,Critical,5/10/2025,41,FALSE
INC-04078,Medium,9/16/2024,5,TRUE
INC-86147,Medium,8/14/2024,5,TRUE
INC-91505,Medium,9/26/2024,44,FALSE
INC-29156,Low,6/23/2025,54,FALSE
INC-32217,Low,2/23/2025,20,TRUE
INC-88426,Medium,7/15/2024,33,FALSE
INC-19935,High,10/15/2024,67,FALSE
INC-20542,Low,3/28/2025,15,TRUE
INC-94414,Low,1/9/2025,65,FALSE
INC-62885,Medium,4/3/2025,4,TRUE
INC-75240,Low,10/21/2024,28,FALSE
INC-00134,High,11/4/2024,67,FALSE
INC-67800,Medium,4/26/2025,24,TRUE
INC-59286,Medium,5/4/2025,40,FALSE
INC-73538,Critical,10/22/2024,14,TRUE
INC-56139,Medium,4/5/2025,51,FALSE
INC-36565,Critical,1/25/2025,64,FALSE
INC-65545,Low,1/26/2025,71,FALSE
INC-08842,Medium,4/4/2025,2,TRUE
INC-34050,Critical,2/8/2025,24,TRUE
INC-39313,High,5/3/2025,7,TRUE
INC-86765,High,5/2/2025,50,FALSE
INC-82052,Critical,4/21/2025,5,TRUE
INC-68067,Low,2/18/2025,45,FALSE
INC-28025,Low,9/14/2024,32,FALSE
INC-21458,High,6/28/2025,62,FALSE
INC-58282,Low,4/6/2025,51,FALSE
INC-63362,Critical,3/31/2025,11,TRUE
INC-82464,High,10/16/2024,59,FALSE
INC-69377,High,2/7/2025,8,TRUE
INC-18847,Medium,7/3/2025,19,TRUE
INC-27620,High,8/3/2024,70,FALSE
INC-82796,High,6/25/2025,26,FALSE
INC-92552,High,9/27/2024,62,FALSE
INC-18831,Critical,7/25/2024,6,TRUE
INC-32525,Medium,4/26/2025,66,FALSE
INC-39000,Low,3/25/2025,36,FALSE
INC-80648,Medium,8/9/2024,39,FALSE
INC-09569,High,10/24/2024,12,TRUE
INC-20057,Critical,9/14/2024,57,FALSE
INC-66916,Medium,6/22/2025,16,TRUE
INC-34680,Medium,8/18/2024,21,TRUE
INC-02906,Critical,2/13/2025,15,TRUE
INC-37745,High,11/30/2024,34,FALSE
INC-75127,Medium,9/4/2024,20,TRUE
INC-26505,High,1/1/2025,66,FALSE
INC-64435,High,5/25/2025,4,TRUE
INC-35922,Low,9/12/2024,4,TRUE
INC-19606,Critical,7/11/2024,2,TRUE
INC-75398,Critical,1/3/2025,46,FALSE
INC-90321,Low,6/28/2025,37,FALSE
INC-33083,Medium,10/19/2024,29,FALSE
INC-12535,Low,3/2/2025,38,FALSE
INC-55170,Low,10/22/2024,19,TRUE
INC-77631,High,8/24/2024,12,TRUE
INC-97293,Critical,6/28/2025,13,TRUE
INC-75183,Medium,2/1/2025,40,FALSE
INC-32984,High,1/18/2025,30,FALSE
INC-79917,Low,5/15/2025,55,FALSE
INC-49384,Low,12/19/2024,4,TRUE
INC-86428,Critical,8/15/2024,11,TRUE
INC-05370,Critical,11/1/2024,22,TRUE
INC-62985,Medium,10/16/2024,38,FALSE
INC-75405,Critical,6/18/2025,37,FALSE
INC-37969,Medium,10/7/2024,59,FALSE
INC-57125,Medium,11/21/2024,53,FALSE
INC-36096,High,4/12/2025,23,TRUE
INC-78052,Low,11/21/2024,25,FALSE
INC-52356,Critical,12/12/2024,27,FALSE
INC-10460,High,3/30/2025,31,FALSE
INC-60589,Critical,8/1/2024,43,FALSE
INC-93856,Low,7/25/2024,65,FALSE
INC-34953,Medium,12/23/2024,8,TRUE
INC-00045,Critical,9/24/2024,65,FALSE
INC-45942,Medium,12/15/2024,16,TRUE
INC-52683,Low,8/15/2024,24,TRUE
INC-72132,High,3/9/2025,31,FALSE
INC-77499,High,8/2/2024,69,FALSE
INC-66226,Low,1/11/2025,16,TRUE
INC-70005,High,4/16/2025,50,FALSE
INC-58785,Medium,7/31/2024,4,TRUE
INC-64698,Critical,6/19/2025,43,FALSE
INC-01181,Critical,6/23/2025,52,FALSE
INC-19660,Critical,10/12/2024,52,FALSE
INC-63447,Medium,11/22/2024,25,FALSE
INC-30517,Critical,5/14/2025,8,TRUE
INC-36872,Medium,5/14/2025,43,FALSE
INC-57933,High,4/10/2025,38,FALSE
INC-30422,Low,5/4/2025,34,FALSE
INC-96872,Medium,2/5/2025,67,FALSE
INC-72842,High,11/2/2024,60,FALSE
INC-44966,Critical,12/10/2024,59,FALSE
INC-70920,Medium,12/4/2024,9,TRUE
INC-04250,Critical,2/19/2025,9,TRUE
INC-53026,Critical,5/3/2025,12,TRUE
INC-75741,High,1/25/2025,14,TRUE
INC-43317,Low,3/4/2025,7,TRUE
INC-03125,Low,8/30/2024,39,FALSE
INC-31675,Critical,8/23/2024,36,FALSE
INC-42949,Medium,12/9/2024,49,FALSE
INC-61271,Critical,1/11/2025,67,FALSE
INC-19039,Medium,1/19/2025,13,TRUE
INC-74602,Low,12/26/2024,23,TRUE
INC-03155,Critical,2/15/2025,22,TRUE
INC-34820,Medium,7/12/2024,6,TRUE
INC-56419,Medium,11/23/2024,14,TRUE
INC-65861,Medium,5/15/2025,31,FALSE
INC-37888,Medium,12/29/2024,6,TRUE
INC-24762,High,6/21/2025,18,TRUE
INC-05138,Medium,10/14/2024,72,FALSE
INC-03986,Low,5/21/2025,59,FALSE
INC-92357,Low,11/8/2024,10,TRUE
INC-46392,High,4/9/2025,33,FALSE
INC-08762,High,4/22/2025,59,FALSE
INC-37162,Critical,4/21/2025,32,FALSE
INC-95479,High,4/29/2025,53,FALSE
INC-58326,Medium,7/28/2024,35,FALSE
INC-48907,Critical,7/4/2024,43,FALSE
INC-51416,High,8/19/2024,44,FALSE
INC-63997,Medium,10/31/2024,15,TRUE
INC-19889,Medium,4/25/2025,65,FALSE
INC-22533,Low,12/20/2024,13,TRUE
INC-79679,Critical,4/10/2025,72,FALSE
INC-46265,High,10/4/2024,60,FALSE
INC-06979,High,7/10/2024,63,FALSE
INC-16720,Low,12/1/2024,14,TRUE
INC-46187,Low,4/30/2025,6,TRUE
INC-83494,Medium,3/3/2025,2,TRUE
INC-76853,High,3/31/2025,13,TRUE
INC-25070,Critical,2/5/2025,65,FALSE
INC-06990,Low,10/22/2024,16,TRUE
INC-72853,Critical,2/7/2025,25,FALSE
INC-10720,Critical,12/5/2024,28,FALSE
INC-71411,Medium,4/17/2025,41,FALSE
INC-54346,Medium,4/5/2025,43,FALSE
INC-03491,Medium,3/10/2025,12,TRUE
INC-66601,Critical,12/9/2024,22,TRUE
INC-33202,Medium,9/28/2024,56,FALSE
INC-48497,Critical,2/16/2025,47,FALSE
INC-06891,Medium,1/16/2025,67,FALSE
INC-55175,Critical,7/3/2024,49,FALSE
INC-64869,Low,7/30/2024,16,TRUE
INC-00493,Critical,3/19/2025,27,FALSE
INC-25115,Low,10/2/2024,16,TRUE
INC-02173,Critical,10/29/2024,42,FALSE
INC-24757,Critical,1/22/2025,6,TRUE
INC-07523,Medium,2/3/2025,44,FALSE
INC-17334,Medium,5/13/2025,59,FALSE
INC-19866,Low,9/7/2024,29,FALSE
INC-76593,Critical,11/13/2024,13,TRUE
INC-82682,High,5/3/2025,6,TRUE
INC-74718,High,1/17/2025,2,TRUE
INC-38716,Critical,6/9/2025,36,FALSE
INC-63311,High,9/24/2024,25,FALSE
INC-48821,Critical,3/14/2025,55,FALSE
INC-20325,Medium,12/10/2024,39,FALSE
INC-90797,Low,12/9/2024,7,TRUE
INC-28757,Low,8/6/2024,26,FALSE
INC-21231,High,5/15/2025,20,TRUE
INC-40828,Critical,11/29/2024,56,FALSE
INC-50043,High,11/13/2024,11,TRUE
INC-45355,Medium,6/17/2025,61,FALSE
INC-38519,Low,12/31/2024,26,FALSE
INC-20889,Low,12/3/2024,69,FALSE
INC-77969,Medium,3/9/2025,25,FALSE
INC-01334,Medium,1/28/2025,54,FALSE
INC-52289,Medium,5/7/2025,35,FALSE
INC-00214,Low,5/16/2025,23,TRUE
INC-25939,High,7/5/2024,21,TRUE
INC-29198,High,3/24/2025,32,FALSE
INC-41259,Critical,6/11/2025,47,FALSE
INC-75200,High,11/16/2024,48,FALSE
INC-21705,Medium,3/19/2025,57,FALSE
INC-77097,Critical,6/8/2025,48,FALSE
INC-74130,Low,10/15/2024,59,FALSE
INC-99850,Critical,4/14/2025,22,TRUE
INC-16375,Low,11/23/2024,10,TRUE
INC-14394,Low,12/9/2024,71,FALSE
INC-96307,Critical,10/17/2024,39,FALSE
INC-76737,Critical,3/24/2025,60,FALSE
INC-98847,High,3/8/2025,7,TRUE
INC-28122,High,5/28/2025,11,TRUE
INC-83034,High,12/12/2024,69,FALSE
INC-39190,Critical,10/21/2024,26,FALSE
INC-67767,High,10/7/2024,10,TRUE
INC-55190,Critical,1/24/2025,14,TRUE
INC-88211,Medium,10/21/2024,34,FALSE
INC-46704,High,1/11/2025,21,TRUE
INC-10388,Critical,3/22/2025,22,TRUE
INC-81724,High,12/15/2024,63,FALSE
INC-76447,Critical,11/4/2024,43,FALSE
INC-97068,Medium,11/24/2024,24,TRUE
INC-13083,Low,4/7/2025,3,TRUE
INC-18833,High,8/18/2024,34,FALSE
INC-90838,High,12/16/2024,59,FALSE
INC-36352,Critical,8/21/2024,25,FALSE
INC-99518,Critical,11/8/2024,63,FALSE
INC-59783,Medium,5/7/2025,44,FALSE
INC-05924,Low,8/23/2024,45,FALSE
INC-92064,High,10/5/2024,54,FALSE
INC-57395,Critical,11/5/2024,12,TRUE
INC-18742,High,5/1/2025,20,TRUE
INC-09498,Low,11/27/2024,40,FALSE
INC-80460,Critical,5/23/2025,16,TRUE
INC-14392,Critical,3/30/2025,46,FALSE
INC-96310,Low,8/18/2024,56,FALSE
INC-73143,Medium,2/3/2025,51,FALSE
INC-27110,Low,3/14/2025,53,FALSE
INC-10299,Critical,10/10/2024,18,TRUE
INC-01557,Low,2/21/2025,67,FALSE
INC-92201,Critical,1/7/2025,39,FALSE
INC-62719,High,3/10/2025,15,TRUE
INC-94636,Low,8/9/2024,38,FALSE
INC-64197,Medium,9/25/2024,26,FALSE
INC-41546,High,2/5/2025,46,FALSE
INC-38546,Medium,12/12/2024,67,FALSE
INC-47299,Critical,3/15/2025,18,TRUE
INC-08552,Critical,3/7/2025,12,TRUE
INC-11113,Medium,2/27/2025,66,FALSE
INC-48631,High,8/18/2024,48,FALSE
INC-42724,High,3/25/2025,40,FALSE
INC-11153,Medium,7/23/2024,53,FALSE
INC-46848,Low,3/28/2025,17,TRUE
INC-43103,Critical,9/23/2024,42,FALSE
INC-29418,Critical,4/18/2025,25,FALSE
INC-59370,Critical,11/21/2024,56,FALSE
INC-58381,Critical,6/30/2025,68,FALSE
INC-65350,Low,11/28/2024,59,FALSE
INC-79019,Medium,5/23/2025,33,FALSE
INC-88652,High,2/25/2025,59,FALSE
INC-58741,Critical,11/22/2024,56,FALSE
INC-46189,Medium,2/5/2025,69,FALSE
INC-51906,Critical,8/2/2024,43,FALSE
INC-86638,Medium,7/11/2024,45,FALSE
INC-03488,High,3/19/2025,11,TRUE
INC-41291,High,3/30/2025,62,FALSE
INC-55715,Critical,7/24/2024,26,FALSE
INC-52059,Low,7/3/2024,25,FALSE
INC-18567,Medium,3/7/2025,19,TRUE
INC-79233,Medium,1/25/2025,42,FALSE
INC-85458,Medium,8/21/2024,3,TRUE
INC-07251,High,1/17/2025,54,FALSE
INC-22955,Low,11/1/2024,60,FALSE
INC-30673,Low,11/9/2024,25,FALSE
INC-44206,Medium,3/11/2025,43,FALSE
INC-07865,Low,5/25/2025,53,FALSE
INC-72524,Critical,2/4/2025,63,FALSE
INC-27375,Low,3/3/2025,22,TRUE
INC-56400,Critical,12/18/2024,13,TRUE
INC-38835,Critical,4/29/2025,2,TRUE
INC-09232,Critical,4/21/2025,34,FALSE
INC-40595,Low,1/8/2025,25,FALSE
INC-06381,High,3/14/2025,60,FALSE
INC-95308,High,12/31/2024,18,TRUE
INC-02983,High,6/26/2025,25,FALSE
INC-70622,High,12/27/2024,20,TRUE
INC-72685,Medium,2/18/2025,13,TRUE
INC-72163,High,2/8/2025,15,TRUE
INC-51605,Medium,12/19/2024,38,FALSE
INC-46900,Critical,8/24/2024,4,TRUE
INC-18207,Medium,3/3/2025,8,TRUE
INC-31083,High,8/5/2024,25,FALSE
INC-93907,Critical,7/11/2024,3,TRUE
INC-11899,High,3/10/2025,58,FALSE
INC-30146,Critical,3/13/2025,42,FALSE
INC-98910,Medium,3/9/2025,62,FALSE
INC-95854,Critical,11/4/2024,32,FALSE
INC-26412,High,12/7/2024,7,TRUE
INC-42213,Medium,5/12/2025,17,TRUE
INC-73165,High,11/17/2024,65,FALSE
INC-44525,Low,10/27/2024,16,TRUE
INC-31069,Low,1/11/2025,20,TRUE
INC-04211,Low,12/2/2024,15,TRUE
INC-87541,Low,6/26/2025,54,FALSE
INC-63936,Critical,5/19/2025,45,FALSE
INC-68864,Medium,1/1/2025,51,FALSE
INC-73695,Medium,9/14/2024,25,FALSE
INC-74920,Critical,9/4/2024,40,FALSE
INC-56572,Critical,6/4/2025,10,TRUE
INC-33701,Low,5/23/2025,36,FALSE
INC-94470,High,9/13/2024,62,FALSE
INC-72278,Critical,7/16/2024,21,TRUE
INC-73134,Critical,9/5/2024,17,TRUE
INC-98865,Critical,12/12/2024,67,FALSE
INC-83079,Critical,1/6/2025,59,FALSE
INC-56668,Critical,11/3/2024,67,FALSE
INC-53232,Medium,12/31/2024,69,FALSE
INC-44770,Medium,3/24/2025,49,FALSE
INC-55797,Low,11/14/2024,19,TRUE
INC-86353,Critical,10/22/2024,26,FALSE
INC-77461,Medium,6/18/2025,35,FALSE
INC-42390,High,8/5/2024,48,FALSE
INC-60189,Low,1/8/2025,22,TRUE
INC-26766,Critical,12/26/2024,32,FALSE
INC-08964,Critical,8/2/2024,61,FALSE
INC-15375,High,9/22/2024,7,TRUE
INC-12995,High,10/24/2024,31,FALSE
INC-92177,High,4/5/2025,18,TRUE
INC-69668,Low,4/13/2025,68,FALSE
INC-28356,Medium,3/16/2025,25,FALSE
INC-05182,Low,7/28/2024,32,FALSE
INC-05293,Low,5/24/2025,51,FALSE
INC-49854,Low,11/22/2024,15,TRUE
INC-91142,Medium,9/15/2024,34,FALSE
INC-96873,Medium,12/16/2024,38,FALSE
INC-47549,Low,9/18/2024,32,FALSE
INC-84028,Low,11/12/2024,38,FALSE
INC-37189,Low,4/19/2025,51,FALSE
INC-03638,High,2/13/2025,12,TRUE
INC-00590,Medium,8/27/2024,20,TRUE
INC-66530,Medium,11/3/2024,71,FALSE
INC-21839,Critical,11/10/2024,9,TRUE
INC-92062,High,5/15/2025,5,TRUE
INC-64675,Medium,10/18/2024,33,FALSE
INC-72065,High,3/10/2025,70,FALSE
INC-93657,Low,9/9/2024,26,FALSE
INC-69272,Medium,7/10/2024,68,FALSE
INC-35999,Critical,7/18/2024,67,FALSE
INC-33919,High,5/12/2025,24,TRUE
INC-92268,Critical,9/29/2024,18,TRUE
INC-57705,Medium,5/26/2025,24,TRUE
INC-75703,High,7/1/2025,8,TRUE
INC-51981,High,2/6/2025,44,FALSE
INC-48181,Low,2/18/2025,59,FALSE
INC-53076,Low,1/3/2025,43,FALSE
INC-68648,High,6/24/2025,67,FALSE
INC-77210,Low,5/4/2025,28,FALSE
INC-94102,Medium,10/9/2024,8,TRUE
INC-30732,Critical,8/17/2024,3,TRUE
INC-11417,High,1/16/2025,62,FALSE
INC-61387,High,12/9/2024,49,FALSE
INC-14140,Medium,1/9/2025,8,TRUE
INC-58670,Medium,6/22/2025,20,TRUE
INC-74672,Critical,11/26/2024,13,TRUE
INC-80503,Low,3/17/2025,24,TRUE
INC-99698,High,11/9/2024,26,FALSE
INC-49589,High,4/7/2025,9,TRUE
INC-60408,Low,2/5/2025,7,TRUE
INC-69981,Low,2/14/2025,29,FALSE
INC-09982,Medium,5/21/2025,54,FALSE
INC-49872,Critical,7/17/2024,31,FALSE
INC-48248,Critical,2/4/2025,50,FALSE
INC-27364,Medium,1/29/2025,34,FALSE
INC-75995,Low,4/28/2025,16,TRUE
INC-42439,Medium,3/29/2025,2,TRUE
INC-49329,Critical,9/25/2024,44,FALSE
INC-14996,High,6/25/2025,32,FALSE
INC-55969,Critical,3/17/2025,20,TRUE
INC-49680,Medium,12/30/2024,55,FALSE
INC-44414,Critical,11/13/2024,62,FALSE
INC-90619,High,1/23/2025,32,FALSE
INC-48437,Medium,11/16/2024,69,FALSE
INC-01179,Low,12/17/2024,4,TRUE
INC-16825,Medium,3/29/2025,55,FALSE
INC-40055,Low,2/2/2025,69,FALSE
INC-32541,Critical,5/26/2025,30,FALSE
INC-87612,Critical,4/10/2025,8,TRUE
INC-47891,High,9/3/2024,7,TRUE
INC-10354,Medium,3/17/2025,27,FALSE
INC-97649,Low,9/28/2024,34,FALSE
INC-65711,High,10/27/2024,52,FALSE
INC-69064,High,9/23/2024,24,TRUE
INC-32127,Medium,12/15/2024,14,TRUE
INC-07458,Critical,2/24/2025,38,FALSE
INC-33079,Low,12/18/2024,57,FALSE
INC-33468,High,2/17/2025,55,FALSE
INC-65263,High,10/3/2024,40,FALSE
INC-59346,Medium,4/25/2025,55,FALSE
INC-90324,Critical,2/26/2025,7,TRUE
INC-76557,Medium,10/18/2024,39,FALSE
